weekday,weekday_name,station_id,station_name,network_name,state_code,PM2.5,PM10,O3,NO2,NOx,CO
0.0,Lunes,32,Secretaría de Medio Ambiente,Aguascalientes,0.0,111.33446321757216,92.39572914912988,1.0725513447797395,1.2703321281201347,1.6625661010816857,1.0525550976811593
0.0,Lunes,33,Centro,Aguascalientes,1.0,62.59839048712967,69.87964608504353,3.710930247900633,5.31708303906717,7.825128800421303,1.353177955432224
0.0,Lunes,53,SUR,Chihuahua,8.0,23.77737982601493,52.92956134015593,0.029388058926146956,0.011904435668796462,0.018418275958220813,0.9776237513199307
0.0,Lunes,56,CONALEP,Torreón,5.0,19.08388610725566,56.97985513069874,0.020206736261328833,0.007100789835327879,0.026462191250977343,25.03546319517853
0.0,Lunes,59,IPN,Durango,10.0,21.126025329608417,67.9999046604938,0.3878777980134296,0.01738778711050425,0.03169990415267569,2.020667503973977
0.0,Lunes,60,SRNyMA,Durango,10.0,30.120379297605236,32.46108625826708,0.015516291606636218,0.010538452311598412,0.06462148142733128,2.0002271592915584
0.0,Lunes,68,Policía,Celaya,0.0,17.14615572886108,66.25899193535285,0.02797915170502742,0.014418348436959435,0.02114053864729215,1.12770174810383
0.0,Lunes,70,San Juanico,Celaya,0.0,26.046167582362976,77.71156821842708,0.029133664767216263,0.01402279936536065,0.029446349814746333,1.322989590108717
0.0,Lunes,72,Bomberos,Irapuato,0.0,18.32685823857136,52.96527557864717,0.02978544093717708,0.013129496300970342,0.03068588556885611,1.4360783856524457
0.0,Lunes,73,Teódula,Irapuato,0.0,20.718071733440517,54.226463645839345,0.03295554698337722,0.013319425047666218,0.027724018205899266,1.006480766062442
0.0,Lunes,74,CICEG - Bomberos,León,0.0,28.157952842468358,61.98532061903203,0.02569864397409256,0.01813906788673946,0.031674631857760434,1.1863516972473651
0.0,Lunes,75,Facultad de Medicina,León,0.0,18.708719413249753,51.63592817065257,0.027308687263748292,0.020034413676815754,0.038194757494426836,0.7612922871603364
0.0,Lunes,77,Cruz roja,Salamanca,0.0,21.55547599848033,46.41148747705582,0.023916703190414813,0.015916777402280036,0.025362735904660084,1.258079705701681
0.0,Lunes,78,DIF,Salamanca,0.0,21.440398219473213,51.100545632349316,0.026321042816484168,0.013887319709629888,0.026866598177117288,0.8717088520582198
0.0,Lunes,82,Centro de Salud,Atitalaquia,13.0,20.21680842712823,68.06525545283463,0.02059803822731996,0.013997774019852178,0.05337889601421194,0.8948916763385296
0.0,Lunes,84,Estación de Bomberos de Cd. Sahagún,Tepeapulco,13.0,106.7806008278862,174.07425590600528,0.027959760117784883,0.007888454168382629,0.017101379031929122,0.6108215228640578
0.0,Lunes,85,Hospital,Huichapan,13.0,82.82767144554906,87.13174590323419,0.030400323286182168,0.008500637013890143,0.01465748546237429,0.43041406281452205
0.0,Lunes,87,Primaria Melchor Ocampo,Tepeji,0.0,19.505471121622133,36.992707596273064,0.021568228657674,0.01298227727498688,0.02540987025755419,0.6959071536928262
0.0,Lunes,92,Jardín del Maestro,Pachuca,13.0,20.95547432155299,20.73919003855679,0.03237274660976785,0.010465715424497486,0.021248276410571566,1.043647004526428
0.0,Lunes,93,Museo del Rehilete,Pachuca,13.0,16.921908755419985,31.93860420459683,0.028834713854646837,0.010122219791063314,0.016805690841545425,0.4536307132551659
0.0,Lunes,102,Centro,Guadalajara,0.0,26.23473119381932,36.99619336116178,0.025848099988921226,0.02105258130123219,0.03163336681208512,0.7336475479729194
0.0,Lunes,103,Las Águilas,Guadalajara,0.0,26.845912783685762,30.50854722546289,0.027651499184894332,0.024112284023152027,0.03467330252010466,0.8678762040988879
0.0,Lunes,106,Miravalle,Guadalajara,0.0,31.419300904766903,61.08013492395504,0.024631178103454155,0.023575112436970126,0.037047220108053405,0.9473535754542779
0.0,Lunes,109,Tlaquepaque,Guadalajara,0.0,29.059392094377543,45.600617600799296,0.026006228187950294,0.0221736171279529,0.03716318273652475,1.12073358036606
0.0,Lunes,123,Ceboruco,Toluca,0.0,28.893131413718606,57.26854833376573,0.029378808271695256,0.024356624474559208,0.04401040149781565,1.0245587425071168
0.0,Lunes,125,Metepec,Toluca,0.0,30.4708123587563,53.561125758756724,0.028821879820732484,0.023613423435248335,0.039972461206110484,0.8808116292918937
0.0,Lunes,126,Oxtotitlán,Toluca,0.0,30.09142283208286,54.25116832709996,0.027354706655268186,0.023327243542392084,0.04248406450997947,0.9710196735540191
0.0,Lunes,128,San Mateo Atenco,Toluca,0.0,36.58106382572202,61.79799040775566,0.026097338418106113,0.027844204327680956,0.06508892535952499,0.9295225775543331
0.0,Lunes,129,Universidad Michoacana de San Nicolás Hidalgo,Morelia,0.0,22.36199189095928,38.162227555384085,1.7146310848585706,0.8380148742817813,1.2116172189127647,2.9393296769929673
0.0,Lunes,134,Cuernavaca 01,Cuernavaca,17.0,34.86342574058963,39.22990073221614,0.028455436373699055,0.01547136639396251,0.04397372740952377,0.6780478472861725
0.0,Lunes,136,Tecnológico de Tepic,Tepic,18.0,41.54099963756175,61.233744268949145,0.023686869683092464,0.007529648075821634,0.021361853445774587,0.5569400205643631
0.0,Lunes,137,Primaria Julián Gascón Mercado,Tepic,0.0,12.793214912326077,36.75009415492152,0.021081584643272738,0.010803571102817435,0.020797933113721884,0.6199457972213848
0.0,Lunes,139,Santa Catarina,Monterrey,19.0,25.88643579276143,75.82195971485838,0.023113701845960614,0.015682701585479287,0.027711690665308084,1.1527493155356159
0.0,Lunes,140,San Bernabé,Monterrey,19.0,23.26768076635585,70.954947548985,0.02684393007609129,0.012345984884050823,0.018762500685578613,1.0354944790641025
0.0,Lunes,141,Obispado,Monterrey,19.0,21.95424045144332,57.531263767733414,0.023773704783141933,0.013267918165809148,0.02106105626392308,1.5236974948690212
0.0,Lunes,142,San Nicolás,Monterrey,19.0,24.088368306664986,64.84671442567094,0.022182722952086037,0.014703091397186552,0.020397627185397997,1.3899657993908634
0.0,Lunes,143,La Pastora,Monterrey,19.0,18.271668482716585,53.86490676440878,0.02576909335724856,0.013523982516317559,0.0171452585316076,1.4707895630077308
0.0,Lunes,145,García,Monterrey,19.0,20.51520411400026,78.98748989671664,0.02679408182741101,0.007878076283164837,0.02025609997383037,1.2668679976456292
0.0,Lunes,146,Apodaca,Monterrey,19.0,24.777136204498376,58.93515867973703,0.022353957434115834,0.016797487091426703,0.018002291326141413,1.120198246568755
0.0,Lunes,147,Juárez,Monterrey,19.0,19.38369783256334,58.71814572810411,0.022463153374180717,0.01090024009985081,0.04425066370662687,1.3841997859309956
0.0,Lunes,148,San Pedro,Monterrey,19.0,18.90958072428428,59.68485381822665,0.023058641492540916,0.01146589014102832,0.021399892244032825,1.4472904756269862
0.0,Lunes,160,CEDART,Oaxaca,20.0,89.25429590448157,34.338334864514536,0.021894153820816827,0.019475737088894697,0.028684352199584408,0.9761927108940263
0.0,Lunes,161,Agua Santa,Puebla,21.0,18.857358331077492,41.116189437521754,0.017134972930273922,0.01621671456031782,0.047647172599816635,1.4229031003840686
0.0,Lunes,162,Las Ninfas,Puebla,21.0,21.04161270477286,56.97484678685632,0.019946191577392733,0.016952183217993123,0.027071470961797253,1.4513457901961986
0.0,Lunes,163,Benemérito Instituto Normal del Estado,Puebla,0.0,19.358771825822807,38.75273767706091,0.019427531717096682,0.01341967371124098,0.021849712295788415,1.477090353355168
0.0,Lunes,220,Palacio de Gobierno,Tlaxcala,29.0,93.20365914427921,256.2274007905187,0.3404309060994171,0.26627485082095137,0.41265485227786697,1.2132494068713453
0.0,Lunes,234,Tecnológico,Minatitlán,30.0,72.29949873895494,105.53986294093572,0.028257113811010873,0.008094402566334221,0.026569456524581585,0.6288014717685244
0.0,Lunes,241,Ajusco,Valle de México,9.0,18.29000498420371,,0.03500909329476187,,,
0.0,Lunes,242,Ajusco Medio,Valle de México,9.0,18.65198947684881,32.39035138908742,0.04050424964574512,0.017343402251784008,0.02177112223842533,0.5734601532293853
0.0,Lunes,244,Camarones,Valle de México,9.0,25.03772456825474,46.94863927017691,0.025722629313241346,0.03142122510666829,0.050885911783663904,0.7984782316590097
0.0,Lunes,245,Centro de Ciencias de la Atmósfera,Valle de México,9.0,18.404349826553013,,0.034041473788388364,0.02310803824611335,0.03140179137593283,0.6372742199742587
0.0,Lunes,251,Hospital General de México,Valle de México,9.0,24.419951184825923,43.19843034115798,0.029526883765503494,0.030559632337123114,0.04338296072505112,0.8215283701939128
0.0,Lunes,256,Merced,Valle de México,9.0,24.460574482712715,50.063110218129964,0.026197427230623026,0.03379786277463139,0.05364483762724627,1.0110080722830843
0.0,Lunes,258,Nezahualcóyotl,Valle de México,15.0,23.013141830427298,,0.02855642685453123,0.024521140731212906,0.03515417489556934,0.7490040099499495
0.0,Lunes,260,San Agustín,Valle de México,15.0,22.333577513003636,51.30212197188368,0.02646442429887542,0.023174796983463992,0.03705878037155083,0.6958879334799971
0.0,Lunes,262,Santa Fe,Valle de México,9.0,18.82386898605295,34.29690731867829,0.03431048354715105,0.021273023558846547,0.028242294475712783,0.5126370138404672
0.0,Lunes,263,Miguel Hidalgo,Valle de México,9.0,23.16171929210528,38.05809201246003,0.03011168687783749,0.02807379846297464,0.05037625091113505,0.7329649554372584
0.0,Lunes,266,Tlalnepantla,Valle de México,15.0,24.3995043636338,50.138302551851226,0.02598327622558252,0.031273784266744924,0.053077020401287395,0.8407138160506987
0.0,Lunes,268,UAM Iztapalapa,Valle de México,9.0,23.557552810633513,44.481128569911355,0.02932837245728548,0.027527638640980852,0.04125216950149663,0.7241506701625608
0.0,Lunes,269,UAM Xochimilco,Valle de México,9.0,20.270176428677185,,0.03224275988319445,0.022244735916791297,0.029462230678694017,0.707909997763197
0.0,Lunes,271,Xalostoc,Valle de México,15.0,29.91004543118362,73.90483637095937,0.025938500393135337,0.031125122858040914,0.062382930482208485,0.9968637797675064
0.0,Lunes,291,Universidad Veracruzana,Poza Rica,0.0,208.81604045370858,255.82427898098052,0.02833203933914021,0.010381434410818157,0.018303955797997686,0.5849590870934102
0.0,Lunes,292,Tulancingo,Tulancingo,13.0,12.416261051191814,26.012387137745858,0.02601350627271391,0.011379613179290158,0.01695726521509414,0.8484454953012672
0.0,Lunes,293,Protección Civil,Guerrero,0.0,21.06261506152842,0.667855051295045,0.0205693436586713,0.002675105243350077,0.009968474398379563,0.07621133550458448
0.0,Lunes,297,Casa Hogar,Oaxaca,20.0,13.444160898390148,40.37474277841382,0.01651118332032263,0.00929260257324045,0.0176589077108446,0.47407996620638915
0.0,Lunes,301,Instituto Nacional de Investigaciones Nucleares,Valle de México,15.0,14.304702485511733,22.436477797820892,0.038793834570031084,,,0.25500576372899514
0.0,Lunes,302,Gustavo A. Madero,Valle de México,9.0,24.747674623957867,44.64286479842905,0.03356156837534226,0.02279600099774431,,
0.0,Lunes,304,Finanzas,Saltillo,5.0,105.96949763873651,115.20560031560055,0.02595160934898986,0.016806578282485392,0.025442308959259967,0.7230016104106272
0.0,Lunes,305,Jurisdicción Sanitaria,Monclova,5.0,302.6509376153498,234.26086353047612,0.02957858743433467,0.007421279716363583,0.009954563844078893,0.31880091057487187
0.0,Lunes,306,Centro de Rehabilitación DIF,Piedras Negras,5.0,236.73473136749394,234.7368659092016,0.022917824501780575,0.005737841611476185,0.008560031317431795,0.3160661149987709
0.0,Lunes,352,Presidencia Municipal,San Miguel de Allende,0.0,11.599319684502836,,,,,
0.0,Lunes,356,Presidencia Municipal,Abasolo,0.0,13.649653242767943,,,,,
0.0,Lunes,358,Presidencia Municipal,San Luis de la Paz,0.0,10.531788290459865,,,,,
0.0,Lunes,359,Universidad Gto Sede Belen,Guanajuato,0.0,11.227705919138025,,,,,
0.0,Lunes,388,Palacio Municipal,Morelia,0.0,18.998450774612696,,0.03098197411702413,0.013718895302228593,0.016872159090909052,0.4112312161116832
0.0,Lunes,424,Cadereyta,Monterrey,19.0,19.93270874333053,57.77640708659628,0.024348811103524135,0.00900232214118134,0.017740038347769663,1.0500975729406996
0.0,Lunes,425,Universidad,Monterrey,0.0,18.786206225579754,59.92171680539458,0.021981658926081074,0.013949478078690507,0.026112969242875986,1.411170566379191
0.0,Lunes,426,Pueblo Serena,Monterrey,19.0,11.407759510909703,43.65161582439026,0.03209080167193194,0.010753183048065062,0.008008300393992876,0.7543699977943022
1.0,Martes,32,Secretaría de Medio Ambiente,Aguascalientes,0.0,72.5984001632195,65.63368702524723,1.7434729882765672,1.2633333364989188,2.651006002449544,0.8106118520746283
1.0,Martes,33,Centro,Aguascalientes,1.0,115.65446176840182,83.86591129578338,3.388357945774076,4.794386339014908,7.198283230104543,1.4221925288692754
1.0,Martes,53,SUR,Chihuahua,8.0,21.361545294497994,63.81050983084995,0.028805413182186643,0.011828228852548504,0.019327853331660427,1.0683862084690439
1.0,Martes,56,CONALEP,Torreón,5.0,21.20484486583369,59.728494232554965,0.020162289866714783,0.007928554637265911,0.03143546153145084,25.971321636344605
1.0,Martes,59,IPN,Durango,10.0,21.82421443248634,73.89231845386465,0.5206046828111804,0.022815183764367773,0.04576578780882803,2.8113471315994976
1.0,Martes,60,SRNyMA,Durango,10.0,30.445969763576635,34.10712499789288,0.015735358620871578,0.008306724935370888,0.019013583550778864,2.0330776594425406
1.0,Martes,68,Policía,Celaya,0.0,21.536054586204244,65.41368496251958,0.028117058094905584,0.01449930019765257,0.021013944370179873,1.081901745048415
1.0,Martes,70,San Juanico,Celaya,0.0,28.95526444637859,75.29636857870995,0.0305620713053504,0.13556852124970709,0.8668261752511274,1.3117686101065082
1.0,Martes,72,Bomberos,Irapuato,0.0,19.58131341939107,51.85338251208698,0.0287545837129334,0.01340489513272083,0.029801186113817674,1.433344573204284
1.0,Martes,73,Teódula,Irapuato,0.0,20.42329574634198,55.73938520303385,0.03229285790444592,0.013112124558165428,0.025234202733592243,1.1078502007955637
1.0,Martes,74,CICEG - Bomberos,León,0.0,31.304294781182787,60.880493829092934,0.026500624891564174,0.01918347258761413,0.03350687058425702,1.2595736486568159
1.0,Martes,75,Facultad de Medicina,León,0.0,20.720144302089064,52.91013811842453,0.027262156524667683,0.020839854889163154,0.03885365543325027,0.728949566209201
1.0,Martes,77,Cruz roja,Salamanca,0.0,24.278370406730076,46.438292564700674,0.02434818177799306,0.015059331702744622,0.023699302704115396,1.2138973722917406
1.0,Martes,78,DIF,Salamanca,0.0,22.437969535804275,50.85508933071334,0.026026783797457046,0.014179232705456844,0.026052996154888687,0.9108885268643273
1.0,Martes,82,Centro de Salud,Atitalaquia,13.0,28.11741845198128,71.86050266282936,0.02048213664039222,0.014153300283113315,0.028231968117488508,0.9645127330859529
1.0,Martes,84,Estación de Bomberos de Cd. Sahagún,Tepeapulco,13.0,158.75779812674753,144.3702735921938,0.027328694855331,0.00830346682547206,0.016160025578619286,0.6571594880840235
1.0,Martes,85,Hospital,Huichapan,13.0,89.90563193000541,98.69938996042957,0.030110954688656242,0.00865045894968999,0.015253441861590673,0.49160893035569353
1.0,Martes,87,Primaria Melchor Ocampo,Tepeji,0.0,18.748154177575334,35.064757212545686,0.02296475381643028,0.013525558751885972,0.028128410625755138,0.7004293819623599
1.0,Martes,92,Jardín del Maestro,Pachuca,13.0,20.780590495546416,19.52770286672125,0.03149437455731323,0.009870515065410795,0.01962323602725182,0.9343860389566605
1.0,Martes,93,Museo del Rehilete,Pachuca,13.0,17.996473315843133,34.22717035989784,0.028219470995678828,0.01095495711501626,0.016725762237913593,0.4500696103355822
1.0,Martes,102,Centro,Guadalajara,0.0,23.253751780784086,37.77503003903444,0.02574440687940785,0.02098311936724976,0.030688419241507874,0.7387811344886918
1.0,Martes,103,Las Águilas,Guadalajara,0.0,24.936339753186125,31.132790662061918,0.02714842016020239,0.02497762412568264,0.03513348244508004,0.8923177263799048
1.0,Martes,106,Miravalle,Guadalajara,0.0,33.86238986462019,60.85183372353049,0.023718475617193622,0.02402597636955185,0.03532802579868707,0.9814183128351907
1.0,Martes,109,Tlaquepaque,Guadalajara,0.0,30.357136492095556,48.25175556115321,0.024867031937737108,0.023534671548363036,0.04103873959295167,1.1560003196020718
1.0,Martes,123,Ceboruco,Toluca,0.0,29.095782750009235,58.5180160515556,0.030095686021123186,0.024209238778244945,0.043054834678024664,1.0005066942724
1.0,Martes,125,Metepec,Toluca,0.0,31.230479913144787,54.96585975109195,0.02975816288862119,0.02367979477420137,0.041249926525589856,0.8914552733929811
1.0,Martes,126,Oxtotitlán,Toluca,0.0,29.011249013061796,54.96502176704307,0.028309944934518043,0.023449343008304018,0.04277171552510321,0.9787669453050233
1.0,Martes,128,San Mateo Atenco,Toluca,0.0,36.68692564706515,63.840388710287115,0.026371831746044946,0.027969288085312204,0.06245830658497359,0.9618710471173734
1.0,Martes,129,Universidad Michoacana de San Nicolás Hidalgo,Morelia,0.0,20.58215242096636,66.20967373920817,2.638750670712766,0.7373486823394836,1.6025698395908483,2.8988435478799857
1.0,Martes,134,Cuernavaca 01,Cuernavaca,17.0,26.26275779597829,45.27116826651527,0.02756504664920673,0.015746508759939794,0.052022093403681115,0.6831414773412864
1.0,Martes,136,Tecnológico de Tepic,Tepic,18.0,27.72298032164064,52.9627263995288,0.023670440473034817,0.007114586433099458,0.021807375170295164,0.9795573068049344
1.0,Martes,137,Primaria Julián Gascón Mercado,Tepic,0.0,12.46546380113161,37.29536463356139,0.021311266715528684,0.011164544951753789,0.021842428996669803,0.6232729366740545
1.0,Martes,139,Santa Catarina,Monterrey,19.0,27.209334242122928,76.87628382358469,0.02385902307621477,0.015875709043261032,0.028999999696851537,1.180756472074695
1.0,Martes,140,San Bernabé,Monterrey,19.0,24.951665726468644,72.9441237248252,0.026704824936272267,0.012795174337878308,0.021014475380780582,1.020920510024605
1.0,Martes,141,Obispado,Monterrey,19.0,23.759445739484182,57.16452853854175,0.024580866350738674,0.013317624643172852,0.02096146662905007,1.5235034260574385
1.0,Martes,142,San Nicolás,Monterrey,19.0,26.26915309744511,66.13491046492989,0.022321261783402165,0.014694362577260882,0.020578734860557973,1.3574384824136863
1.0,Martes,143,La Pastora,Monterrey,19.0,18.60923282898115,53.94733113480372,0.02603994231797664,0.013245490041429714,0.019111190780660047,1.4664509916518895
1.0,Martes,145,García,Monterrey,19.0,23.457635001495166,78.2011077437805,0.026501795458295327,0.008098958227825772,0.024960811517169806,1.3198388154416476
1.0,Martes,146,Apodaca,Monterrey,19.0,26.128274112025917,61.86819841309902,0.02491206316838141,0.018218322887236793,0.01942604306362886,1.1678907134658436
1.0,Martes,147,Juárez,Monterrey,19.0,24.064829005589903,60.89977619887797,0.024632474274960136,0.011801798376025996,0.04422452394193455,1.418938302993706
1.0,Martes,148,San Pedro,Monterrey,19.0,20.632245186520663,61.591589791023566,0.02456638671613981,0.011559757325321857,0.022955810922569493,1.5193231536269354
1.0,Martes,160,CEDART,Oaxaca,20.0,107.93014651853971,36.54172936719859,0.022534013005619424,0.02049189324798233,0.02925916270722017,1.0194190546772068
1.0,Martes,161,Agua Santa,Puebla,21.0,18.314175283064365,41.163393910976914,0.01786862770183082,0.016831843427464927,0.04164141978570416,1.3734885739438127
1.0,Martes,162,Las Ninfas,Puebla,21.0,18.18661532343549,53.99191733345463,0.02044648485428293,0.016648190480105123,0.02723833372789378,2.0587063555670726
1.0,Martes,163,Benemérito Instituto Normal del Estado,Puebla,0.0,18.615836390044425,39.73567661192104,0.01959763083941143,0.013525637786244528,0.021436273481082964,1.678907416253242
1.0,Martes,220,Palacio de Gobierno,Tlaxcala,29.0,107.62230507132155,250.21969120326335,0.687673618503573,0.6927864414922023,1.0270655935499777,1.252581785939374
1.0,Martes,234,Tecnológico,Minatitlán,30.0,76.22801359320707,80.48671630067788,0.02468087242687921,0.008638625440060107,0.028297746407733835,0.644142770489555
1.0,Martes,241,Ajusco,Valle de México,9.0,17.47519450771739,,0.03489430883455357,,,
1.0,Martes,242,Ajusco Medio,Valle de México,9.0,19.219296499548044,32.7744685669316,0.040091584654684216,0.016674016045440592,0.02008952500287955,0.5676791177427215
1.0,Martes,244,Camarones,Valle de México,9.0,25.190764409161396,46.682040791794854,0.025097148257859178,0.03141633185059884,0.052591844129331135,0.8216843708682023
1.0,Martes,245,Centro de Ciencias de la Atmósfera,Valle de México,9.0,17.774683063223726,,0.032219128064811135,0.022097064701724106,0.030819157988927773,0.6254131416539295
1.0,Martes,251,Hospital General de México,Valle de México,9.0,25.67124289635647,45.077300548946404,0.029715269035039002,0.030980098421493647,0.04156993343510159,0.8331072968985744
1.0,Martes,256,Merced,Valle de México,9.0,25.503040466012834,52.64010524970707,0.025611038389993727,0.03405023312316057,0.054795446849653644,1.015465253948449
1.0,Martes,258,Nezahualcóyotl,Valle de México,15.0,24.208233238450074,,0.029073877641158444,0.025438523613555284,0.03618333823766791,0.7803877040505399
1.0,Martes,260,San Agustín,Valle de México,15.0,23.571294172719178,52.291350785384495,0.025966613547736626,0.02376598116101495,0.039123574400363036,0.7021037735505496
1.0,Martes,262,Santa Fe,Valle de México,9.0,18.698968090972095,34.09610131707355,0.031885431088181294,0.02182478265298379,0.028404938794815423,0.5296414168634281
1.0,Martes,263,Miguel Hidalgo,Valle de México,9.0,22.07646944384392,35.24798161411434,0.02871512270109388,0.026935970148616494,0.04776473651104964,0.7387037431204301
